timestamp,alias,is_on,watts,today_wh,school_hours
2026-06-19T01:52:31-05:00,one,1,0.0,0.0,0
2026-06-19T01:52:31-05:00,two,1,0.0,0.0,0
2026-06-19T01:52:31-05:00,three,1,0.0,0.0,0
2026-06-19T01:52:31-05:00,four,0,0.0,0.0,0
2026-06-19T06:10:16-05:00,one,1,0.0,0.0,0
2026-06-19T06:10:16-05:00,two,1,0.0,0.0,0
2026-06-19T06:10:16-05:00,three,1,0.0,0.0,0
2026-06-19T06:10:16-05:00,four,0,0.0,0.0,0
2026-06-19T09:21:28-05:00,one,1,0.0,0.0,1
2026-06-19T09:21:28-05:00,two,1,0.0,0.0,1
2026-06-19T09:21:28-05:00,three,1,0.0,0.0,1
2026-06-19T09:21:28-05:00,four,0,0.0,0.0,1
